MAWB,FWB_Status,FWB_Received_In_Time,FWB_Correct,LAT_Status,LAT_Received_In_Time,LAT_Correct,RCS_Status,RCS_Received_In_Time,RCS_Correct,DEP_Status,DEP_Received_In_Time,DEP_Correct,ARR_Status,ARR_Received_In_Time,ARR_Correct,RCF_Status,RCF_Received_In_Time,RCF_Correct,NFD_Status,NFD_Received_In_Time,NFD_Correct
MAWB104170,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB104171,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB104172,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1
MAWB104173,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
MAWB104174,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1
MAWB104175,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104176,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB104177,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104178,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104179,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB104180,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
MAWB104181,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104182,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
MAWB104183,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
MAWB104184,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104185,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104186,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104187,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
MAWB104188,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104189,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB104190,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104191,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB104192,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104193,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB104194,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104195,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104196,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104197,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104198,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104199,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB104200,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB104201,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104202,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB104203,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1
MAWB104204,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0
MAWB104205,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB104206,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB104207,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104208,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104209,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
MAWB104210,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104211,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104212,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
MAWB104213,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB104214,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
MAWB104215,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1
MAWB104216,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB104217,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104218,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB104219,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104220,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
MAWB104221,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB104222,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB104223,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1
MAWB104224,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104225,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104226,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
MAWB104227,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1
MAWB104228,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB104229,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1
MAWB104230,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104231,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1
MAWB104232,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1
MAWB104233,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB104234,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1
MAWB104235,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB104236,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MAWB104237,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB104238,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB104239,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB104240,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104241,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB104242,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB104243,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104244,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB104245,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104246,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104247,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB104248,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104249,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB104250,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1
MAWB104251,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104252,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1
MAWB104253,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104254,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104255,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB104256,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104257,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104258,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104259,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104260,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB104261,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104262,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
MAWB104263,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1
MAWB104264,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
MAWB104265,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104266,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
MAWB104267,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB104268,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB104269,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104271,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104272,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
MAWB104273,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB104274,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104275,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104276,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB104277,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
MAWB104278,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104279,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB104280,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1
MAWB104281,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104282,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB104283,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104284,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104285,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB104286,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB104287,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
MAWB104288,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1
MAWB104289,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
MAWB104290,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104291,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB104292,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104293,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB104294,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104295,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104296,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
MAWB104297,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB104298,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1
MAWB104299,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104300,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104301,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
MAWB104302,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104303,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104304,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104305,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0
MAWB104306,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
MAWB104307,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB104308,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB104309,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
MAWB104310,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
MAWB104311,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104312,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104313,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB104314,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB104315,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB104316,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB104317,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104318,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB104319,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB104320,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB104321,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB104322,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104323,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB104324,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104325,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB104326,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104327,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104328,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB104329,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB104330,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1
MAWB104331,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB104332,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1
MAWB104333,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB104334,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104335,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104336,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB104337,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
MAWB104338,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1
MAWB104339,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104340,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1
MAWB104341,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1
MAWB104342,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
MAWB104343,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104344,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104345,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104346,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104347,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1
MAWB104348,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1
MAWB104349,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104350,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104351,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104352,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB104353,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB104354,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104355,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB104356,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB104357,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB104358,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104359,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB104360,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB104361,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104362,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104363,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB104364,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104365,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB104366,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104367,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB104368,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104369,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB104370,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB104371,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB104372,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
MAWB104373,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB104374,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104375,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104376,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB104377,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104378,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104379,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104380,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
MAWB104381,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1
MAWB104382,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB104383,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104384,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104385,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104386,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104387,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104388,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB104389,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
MAWB104390,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104391,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104392,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB104393,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB104394,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB104395,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104396,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104397,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104398,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB104399,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104400,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104401,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB104402,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104403,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB104404,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1
MAWB104405,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
MAWB104406,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
MAWB104407,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104408,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB104409,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
MAWB104410,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104411,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB104412,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104413,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104414,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104415,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1
MAWB104416,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1
MAWB104417,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB104418,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104419,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB104420,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104421,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1
MAWB104422,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104423,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
MAWB104424,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104425,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB104426,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1
MAWB104427,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104428,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB104429,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104430,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1
MAWB104431,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104432,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
MAWB104433,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104434,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB104435,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB104436,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104437,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
MAWB104438,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
MAWB104439,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB104440,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1
MAWB104441,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0
MAWB104442,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB104443,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
MAWB104444,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104445,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1
MAWB104446,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104447,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB104448,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB104449,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB104450,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
